question_id,question_text
2495350,"Title: Python or Ruby for webbased Artificial Intelligence? | Body: A new web application may require adding Artificial Intelligence (AI) in the future, e.g. using ProLog. I know it can be done from a Java environment, but I am wondering about the opportunities with modern web languages like Ruby or Python. The latter is considered to be ""more scientific"" (at least "
26208940,"Title: How to go from System.currentTimeMillis() to hhmmssSSS in Java? | Body: I have a long with the EPOCH time. I want to do some math and go to a hhmmssSSS number. Any math/date wizards out there who could help me? Thanks!
"
32392290,"Title: Maven to use same API document for all projects(mvn site customised) | Body: I have one Maven project , there i have a created a site with all css and images i added manually , then i want to reuse that API where  ever it called.

In another project if i execute this command mvn site.. it will generate site with API documents but i want to apply the above css and images whic"
27599540,"Title: Multiple angularJS directives that have the same functions how to | Body: I have multiple angularJS directives (that use one of the angular versions of chart.js)

Now I have a couple of functions that I need to use in these directives.

What is a good way to make me not repeat myself, so remove the code from the directives and have it in one place. Since that code is iden"
11317920,"Title: Need help ordering data from mysql_fetch_array() | Body: I'm having a hard time organizing the data that I get from mysql_fetch_array().

I have a DB table with that looks something like this:

+---------------------+------------------+---------------+--------+---------+
| date                | name             | indexed_pages | nameID | entryID |
+------"
8265760,"Title: Select unmatched records from two tables of MYSQL | Body: I have two tables Table1 and Table2 with some records

id is the common column in both tables and primarykey is set to this column in table1

There are many records in table1 and some of these records (not all) are updated into table2.

Now I want retrieve from table1 the records not updated into th"
10236000,"Title: Allow all remote connections, MySQL | Body: I had been using SQL Server and am now using MySQL for a project. With SQL Server, our developers can connect to the remote database on their local machines if they know the host, username, password. With MySQL, though, to give a developer access from their local machines, I have been having to log "
2184510,"Title: Easily porting Lua code to C# | Body: is there any easy way to port Lua code to C#?

The biggest problem would probably be to port tables neatly in some dictionaries.

And to prevent any misunderstanding: no I cannot use embedded Lua in my program.
"
36905460,"Title: Bluetooth device discovery is not working properly on android | Body: I am building an app that requires communicating with another device via bluetooth , and i am using the following code from http://developer.android.com/guide/topics/connectivity/bluetooth.html.

The code runs without any errors , But the devices are not discovered even when visibility is turned on "
38858650,"Title: How to use subprocess to interact with a python script | Body: I'm writing an IDE for python, in python, and need to use subprocess to intereact with a user's script.

I am completely new to using subprocess and not sure what I'm doing here. I've created a test snippet representing what I'm trying to do:

from subprocess import Popen,PIPE,STDOUT
import tkinter "
8370010,"Title: Credential Provider communicating over network | Body: First let me explain my desired solution:

I'm making a custom Credential Provider to authenticate a user by sending logon credentials to an external authentication server, then passing the same credentials along with some extra authentication parameters back to the Credential Provider. The Credenti"
9637100,"Title: how to disable expandablelistview vertical scrolling when webview is scolled horizontally | Body: I have taken a webview as a child in my expandable list. When I scroll the webview horizontally it clashes with vertical scroll of listview. 

I want to smoothly scroll horizontally when swiped left or right.

Any help is appreciated.

Thanks
"
29203410,"Title: How to parse data in RealmObject setters? | Body: What I want to do is make a custom setter method for a RealmOblject subclass. Realm doesn't allow us to use custom logic in getters and setters so the only available options are workarounds. There are 2 ways that I am aware of

1) Using @Ignore as explained in Realm documentation ( http://realm.io/d"
8058900,"Title: Preference class | Body: I am now trying to use Preference class using 

Preferences pfrOfThis = Preferences.userNodeForPackage(this) 

It gets an error:

""method userNodeForPackage in class java.util.prefs.Preferences cannot be applied to given types;
  required: java.lang.Class
  found: myPac.MainApp
  reason: actual argu"
29090160,"Title: Why does splitting with RegEx group include the group in the result? | Body: I don't understand this.

&gt; 'a\nb'.split(/\n/)       
[ 'a', 'b' ]               
&gt; 'a\nb'.split(/(\n)/)     
[ 'a', '\n', 'b' ]         


Why?
"
25611880,"Title: Parsing XML in Haskell | Body: I am trying to learn me some Haskell and I wanted to parse some XML files with the following structure: 

&lt;properties&gt;
  &lt;property name=""a""&gt;
    &lt;value&gt;1&lt;/value&gt;
  &lt;/property&gt;
  &lt;property name=""b""&gt;
    &lt;value&gt;2&lt;/value&gt;
  &lt;/property&gt;
&lt;/properti"
10907530,"Title: Get a string from a large html variable | Body: 
  Possible Duplicate:
  How to parse and process HTML with PHP?  




How would I go about getting a certain string from a webpage that has been scraped?
I am using SimpleBrowser in PHP to download a webpage into a variable.

The resultant webpage at a certain part has the following:

    &lt;tr&gt"
24519320,"Title: Multiple promises in Node with error handling | Body: How can I avoid nesting-hell with a chain of service calls in Node.js, where I'd like to throw a given error and exit the entire chain in certain instances? Here's an example of the chain:


Load Mongoose object.
If load fails, res.send(404); if load succeeds, go to the next then().
Call 3rd party A"
27405500,"Title: Change Binding depending on RadioButton | Body: I have a textbox with an Binding to an ObservableCollection with a triple tuple and want to change the Binding depending on two radiobuttons:

XAML:

&lt;ItemsControl ItemsSource=""{Binding DataInformation, Mode=OneWay}""&gt;
    &lt;ItemsControl.ItemTemplate&gt;
        &lt;DataTemplate&gt;
         "
9143460,"Title: Pointer to structure element that is reference to variable | Body: Consider:

struct
{
  char *rcssMonitoredServices;
  int  nSomeVar;
} appinfo;


In conventional use:

appinfo.rcssMonitoredServices=strdup(""something"");


However now consider:

char *RefToStructVar[]=
{
  appinfo.rcssMonitoredServices,
  ""\0""
};


The intent being that we may perform operations ag"
5097450,"Title: Is it possible to delete the object itself, not the reference | Body: var a = {
    ""example"" : true
};

var x = [a], y = [a];

delete x[0];

console.log(y);


In the above code, would it be possible to have a deleted, not just the reference in x ?
"
2380130,"Title: How to force select_related() to select ForeignKeys that have null=True attribute? | Body: Model1 has a ForeignKey to Model2. And Model2 has a ForeignKey(Model3, null=True, blank=True) to Model3. By default, when I use select_related() on Model1, Model3 is not selected because of null=True. How can I force select_related() to follow a foreign_key that has has null=True?

The only way I ca"
11215400,"Title: C++ & Lua, push Lua table as argument | Body: I'm integrating Lua in C++, and now I have this table that behaves as a 'class', and for some functions it needs a 'self' argument, which actually is the table. The Lua code:

a = {
numb = 5,

create = function(a)
    print(a);
end,

increment = function(self)
                            --self.numb"
30995750,"Title: How can i generate and use unique deviceId for iOS devices? | Body: In my previous app,I was using the below mentioned code to generate unique deviceId for iOS devices.But the problem is that it will generate a new code everytime when the app is reinstalled.How can i do this properly?

-(NSString*)uniqueIDForDevice //new..
{
    NSString* uniqueIdentifier = nil;
   "
39393520,"Title: How to remove a current page from stack navigation Xamarin Forms | Body: I'm trying so hard to do something but i wasnt able to solve this problem. I have three pages, One is the MainPage, LoginUpPage and SignUpPage, inside of LoginUpPage has a button who navigates to SignUpPage, what i want to do is when I finish my logic navigates to another page CreatedPage, whitch co"
38420930,"Title: C++ and Windows - how to overwrite exe file of the running program? | Body: I tried to make self-updatable program, but I can't understand, how to over-write exe file of the running program (of the current process). When Exe file is running, it's locked by process and can't be writable. 

How to update program - I need to update file, close current process and re-run update"
16743520,"Title: Blurry images, shifting content, unreproducable errors in IE9 | Body: I have a client who keeps sending me bugs that I can't replicate on any of my computers, but I also can't find anything about this particular problem online.

They are 1000 miles away, so I can't go see what their computer is like, and according to them, they don't have any addons installed and this"
3663640,"Title: WPF TabPanel without the Tabs? | Body: Ok I admit, what I need is not a tabpanel, (or is it?). But what I effectively want is a panel with a number of children I can select one of which to be visible at any given time. 

Basically I have a couple views and based on the state of the app, the current view needs to change.

This is essentia"
36738670,"Title: Using Respect/Validation in another language | Body: I want to use the Respect/Validation library in PHP. I know how to use it but currently I'm using it in a project in german language and of course I also want the error messages in german.

For language translation there is a section in the documentation but I don't really get it and I did not found"
1452450,"Title: Does anyone use the ""swingx"" extensions to Swing? | Body: I've seen ""swingx"" mentioned and referred to here.

However, every time I try to visit the site:

http://swinglabs.org/

It's down! Is this still an active, viable project? Or is it outdated and abandoned?
"
2936380,"Title: Can I grant explicit Javascript methods to a different-host iframe? | Body: I'm thinking about a system in which I allow users to create Javascript-empowered widgets for other users to embed in their dashboard on my website. I'd like to limit these widgets fairly strictly, so each would exist as an iframe kept on its own unique hostname: the widget with ID #47 would be acce"
6013110,"Title: Gridview Validation | Body: I am using Gridview and using Item Template text box. There are 5 text box and i am adding a new row dynamically on clicking on add row btn. in that row i have adding all text box which is empty. Now i want to validate that text box on btn click next.

now to do it?

I used required field validation"
8145910,"Title: Break long text into <div> elements on client-side | Body: Let's assume I have a very long text, for instance an long article.
Is it possible to to break the text into equaly long div elements on client-side with:

css (this would be awesome!) ?
javascript ?

The goal: I'd love to have those divs side by side with float.

- I know it is possible from server"
39912520,"Title: string convert to json in android | Body:     client.post(""http://10.0.2.2/project/process/selectalluser.php"", new AsyncHttpResponseHandler() {

        @Override
        public void onSuccess(String response) {
            Integer contacts = controller.getContactsCount();
            Log.d(""Reading contacts: "", contacts+"""");
            Sy"
21372860,"Title: characteristic operation and expressing it as a summation | Body: Ok this is kind of really dumb but I am having trouble with doing summations (I know its embarassing). I am supposed to make an algorithm that gets subsets of three elements of a
set of n elements. I already done this and I have identified my character operation as well. What I am having trouble is "
37823490,"Title: Javascript Event Listener quits (?) from listening... Youtube API - No console error | Body: EDIT - 2016-06-25
(I removed my june 16th update, since not relevant anymore.
&nbsp;&nbsp;&nbsp;I left my OP below...)



I've spent another 4 hours on this today.
Here is the situation now:

My function WORKS for two links.
The video params are defined in an array.
The two other links aren't workin"
30935110,"Title: Source video tag does not work.HTML | Body: I have this page:

link

I want to add a video of my own and I use this source code

&lt;p&gt;&lt;video id=""sampleMovie"" width=""320"" height=""240"" src=""wysiwyg/movie.avi"" controls=""controls""&gt;&lt;/video&gt;&lt;/p&gt;


Unfortunately does not work ... is something wrong in my writing?

link2

The si"
25405080,"Title: Is it possible to set key for assoc results from db? | Body: When getting result from db is it possible to setup field name that would be the key in the array? lists method not suitable as there is more than 1 value.

Basicaly i have:

array(4) {
  [0]=&gt;
  array(3) {
    [""DevID""]=&gt;
    string(6) ""448805""
    [""Active""]=&gt;
    string(1) ""0""
    [""Site"
39658700,"Title: How to Sort Amount Number Negative and Positive Number In SQL server | Body: I have  working SQL Server.I have More than 20000 Lines Using SQL server.I have  column  Filed Name Amount. in Amount Filed Inserted negative and Positive Number .Now I want Sort Amount Field  Negative and Positive Number 

Example Like :

Entity  ExpenseTypeCode ExpenseType  Amount

  11       043 "
12787730,"Title: Execute code on App Engine application initialization | Body: When running a Python Web Application  on App Engine, we need to set up some mechanism to execute some code before (or during) the application's initialization.  This means that, in the optimal solution, the code that we need to run is executed as early as possible.  The purpose of this is to allow "
2998710,"Title: XDocument containing namespaces | Body: I have the following XML which I am trying to query with XDocument:

&lt;E2ETraceEvent xmlns=""http://schemas.microsoft.com/2004/06/E2ETraceEvent""&gt;
    &lt;System xmlns=""http://schemas.microsoft.com/2004/06/windows/eventlog/system""&gt;
        &lt;EventID&gt;589828&lt;/EventID&gt;
        &lt;Type"
14627180,"Title: C# classes - basic example | Body: This is basically my first attempt to understand the classes in C#. I've went through several tutorials on the internet, but the thing I'm missing the most and what I haven't found anywhere yet, is a simple good example.

I have some idea how my basic program should look like and I would appreciate "
20260240,"Title: How to get session in Global.asax | Body: I have value in Session UserID, I want to access this id in a function in global.asax
if session expires i can get it in void Session_End(object sender, EventArgs e) other wise it showing error Session state is not available in this context

What to do?
"
29200120,"Title: insert name attribute when check box is checked | Body: I'm hoping someone can help me.  I have a form, when the form check box is checked a name attribute should be inserted in to the check box input field with a number at the end. I made something but is not exactly working

when checkbox is checked it should look like this: 
&lt;input type=""CHECKBOX"" "
10813930,"Title: Read a file backwards? | Body: Is there a way to read a file backwards, line by line, without having to go through the file from the beginning to start reading backwards?
"
16133500,"Title: how to add a date variable in sql string | Body: I have a query that is being built based on some data and I need to be able to add the @StartDate parameter in the string but I get the following error


  Conversion failed when converting date and/or time from character string.


Part of the query is like this:

DECLARE @StartDate DATETIME
DECLARE"
3467950,"Title: jQuery smooth mouse tracking | Body: I have my object tracking the mouse using the onmousemove event. But I would like to make it smooth. I'm sure this can't be difficult in jQuery but I'm not finding any really good resources.

One idea I had was to simply use the animate function and calculating the offsets that I want to move to. Th"
31463870,"Title: Assign BASH variable from file with specific criteria | Body: A config file that the last line contains data that I want to assign everything to the RIGHT of the = sign into a variable that I can display and call later in the script.

Example:  /path/to/magic.conf:

foo
bar
ThisOption=foo.bar.address:location.555


What would be the best method in a bash shell"
8797800,"Title: auto from const std::vector<>&; object or reference? | Body: suppose we have an object with the following interface:

struct Node_t {
 ... const std::vector&lt; something &gt;&amp; getChilds() const;
 } node;


Now, i access the property with an auto variable like this:

auto childs = node-&gt;getChilds();


what is the type of childs? a std::vector&lt; somet"
37464800,"Title: SQL: How to get Max of Variable (per category of another varialbe) | Body: I am a beginner in SQL and could really use some help.

Situation: I have a table containing the data field my_number and my_location (among many other data fields). I'm only concerned about those two fields. I want to select the maximum 'my_number' for each 'my_location'. There are only 3 possible "
3163130,"Title: I've broken debugging in Visual Studio. I think I pressed a wrong key | Body: I don't know what I've done. Visual Studio used to stop when it hit an exception and now it just continues and doesn't take me to the offending code.

Does anyone know what I've pressed to turn it off? And how to turn it back on?

Thanks.
"
7641110,"Title: Webapp2 for Authentication and Login | Body: I would like to roll my own login system for my python Google App Engine application (rather than using Google's users api).

I am using webapp2, and I noticed that there is a webapp2_extras.auth module and an incomplete auth tutorial.

Does anyone know how I can use this API to create:


User Regis"
20192780,"Title: Using Spring Data with JBoss 7 | Body: I want to start using Spring Data so I can use JpaRepository, but for some reason injecting the repository fails (NullPointerException)

I added this dependency to my pom.xml

&lt;dependency&gt;
     &lt;groupId&gt;org.springframework.data&lt;/groupId&gt;
     &lt;artifactId&gt;spring-data-jpa&lt;/a"
38028730,"Title: Parse API push notification, open app page on play store | Body: So on are our app we have Parse API, to send push notification and manage backend stuff, we are sending and update the app notificaiton bt clicking the notification it opens the APP, we would like it to open the store page for our APP, is it possible?
"
15706930,"Title: Installing PyGame onto Mountain Lion OS | Body: Okay, so I've completely given up. 

I've tried about a thousand different walkthroughs to solve my problem, on every website I can find, but I either get stuck and no one knows the answer, or they just don't work.

So has anyone got an answer to installing PyGame onto Mountain Lion that they know 1"
9324670,"Title: QGIS-Python Icon in label | Body: I am working with python plugins for qgis.I developed my plugin and incooperated into QGIS locally. 
My plugin name is DlgAbout.py.It has label named logo ,used to place image in it.The code is 

self.logo.setPixmap( QtGui.QPixmap( ""icons/bannertile.PNG"" ) )


When i run the same normally,it is show"
36494510,"Title: How to insert a specific UUID in h2 database? | Body: I need to insert some default data in my database. I am using Spring Boot with the Flyway integration. For testing, I use H2. For production MySQL will be used.

I have made separate Flyway migration scripts so I can use database specific stuff for the default data (Creating the tables is done in a "
7056520,"Title: With Jquery ui's draggable, how do you change the revert on stop? | Body: I was wondering how you changed the ""revert"" property of something being dragged in Jquery ui from the stop event.

    $('.things').draggable({ 
        revert: ""true"",
        stop: function(event, ui){
                        //if something then set revert to false
        }
    });


I've tried "
1064640,"Title: Do I have to pthread_join each thread I create? | Body: From pthread_join() man page:

When  a  joinable  thread terminates, its memory resources (thread descriptor and stack) are not deallocated until thread performs pthread_join on it. Therefore, pthread_join must be called once for each joinable thread created to avoid memory leaks. 

Does it mean I n"
39060510,"Title: Batch Script: Extract number from a string | Body: I'm writing a batch script where I need to extract numbers from a string (which indicates the version of a file), so that I can compare it with another number.
Below is my script written so far

:: Over here I'm trying to extract number from the string , this isn't working
    for %%F in (""!name!\.."
30603680,"Title: Client ECC SSL Certificate contains ""unknown named curve"" | Body: Question precontext:
I am working in an existing library that uses SSL with the netty framework on a remote server. I am running into an SSL/TLS handshake error. The error is as follows: 



javax.net.ssl.SSLProtocolException: java.io.IOException: Unknown named curve: 1.2.840.10045.3.1.1
    at sun."
37493520,"Title: how to remove rows based on some conditions | Body: My data looks like this:

row  ID  YU  DV
 1    1   0   .
 2    1   .   .
 3    1   .   .
 4    1   .   .
 5    1   45  .
 6    1   .   7
 7    1   .   .
 8    1   .   .
 9    1   .   .
 10   1   65  .
 11   1   .   5
 12   1   .   .
 13   1   .   .
 14   1   .   .
 15   2   20  .
 16   2   .   .
 1"
15256140,"Title: Groovy script not parsing XML correctly | Body: I am trying to use Groovy to parse the following XML:

&lt;list&gt;
    &lt;list&gt;
        &lt;widget&gt;
            &lt;fizz id=""3"" /&gt;
            &lt;buzz&gt;false&lt;/buzz&gt;
            &lt;explanations/&gt;
        &lt;/widget&gt;
        &lt;widget&gt;
            &lt;fizz id=""3"" /&gt;
"
28224370,"Title: capture camera image but not save a file | Body: Is it possible to capture a camera image and use it in my code, but not have the image saved on the device? I need the image for sending to an API, but I have no need for the user to have the file afterwards.  Can this be done?
"
14473380,"Title: SELECT related articles based on keywords from single table | Body: I am working on a web project which shows article details on one of it pages and on side i also need to show top 5 related article based on keywords or tags.

I am not sure how i can entirely do it using T-SQL rather than doing part of processing from code behind.

I using FUNCTION to split my keywo"
7136980,"Title: Xcode 4: library depends on itself issue | Body: On the project I'm helping to revive, iSoul, some users are reporting an issue while compiling with Xcode 4 (I use Xcode 3.6.8 currently and cannot get my hands on the new one at the moment): it appears that some libraries depend on themselves.

This is the message they are getting:

File /Users/use"
25798350,"Title: UITableView scrollView delegate not called | Body: I have a tableview set inside a UIViewController

@property (strong, nonatomic) IBOutlet UITableView *tableView;


with delegates set in viewDidLoad

self.tableView.delegate = self;
self.tableView.dataSource = self;


The following methods never get called:

- (void)scrollViewDidEndDecelerating:(UIS"
37134090,"Title: How to build up an elasticsearch query in a better way? | Body: I am currently using the elasticsearch helper to run queries on my elasticsearch database. Currently I am using vue.js to help build this application.

When I am paginating my results I use this query:

this.client.search({
        index: 'node',
        type: 'vakantie',
        from: 12 * index,
 "
9090050,"Title: Hibernate: Select N rows, but with only unique values in one column | Body: I want to implement this with Hibernate criteria. 

Let's say I have data like(from the link):

ID  Name            City            Birthyear
1   Egon Spengler   New York        1957
2   Mac Taylor      New York        1955
3   Sarah Connor    Los Angeles     1959
4   Jean-Luc Picard La Barre       "
30783280,"Title: C# list of ""Type"" that implements specific interface | Body: I want to create a List&lt;System.Type&gt; listOfTypesOfGlasses , where Type must implement a specific interface IGlass , so I could load it with Types of glasses.
Is there a way to enforce in compile time this constraint(must implement IGlass) ?
"
17541960,"Title: Convert markdown to json in R | Body: Here are the steps I would like to execute:


Read a markdown file (see below) into R
Convert the markdown text to JSON
Send the JSON in an API POST call


Eg. markdown text file:

## This is a list

+ one
+ two
+ three

#### Do a thing
```coffee
points &lt;- rnorm(10)
plot(points)
```

#### Do some"
1808020,"Title: Radio menu check | Body: Using Winform, is it possible to ""radio check"" a menu item?
"
9430070,"Title: Get page height in JS (Cross-Browser) | Body: What is the best way to get the actual page (not window) height in JS that is cross-browser compatible?

I've seen a few ways but they all return different values...

self.innerHeight
or
document.documentElement.clientHeight
or
document.body.clientHeight
or something else?

One way of doing it which"
13720510,"Title: Can I get my salt from a database and then check the password in the same query? | Body: I've recently added a class which uses unique salts stored in the members table. This was my login script before I used salts:

    $sql = 'SELECT id, username FROM member WHERE username = ? AND pass = ?';

    $result = $this-&gt;DB-&gt;query($sql, array($username, $pass));
    foreach($result as $"
11349730,Title: How to require multiple permissions on a single broadcast? | Body: I'm working on an android Service that allows other applications to collect data received from a company's proprietary devices. The connection can be made over Bluetooth or USB. I allow other applications to access this data through broadcasted intents sent out by the service. I would like to force 
30899710,"Title: Shuffled vs non-shuffled coalesce in Apache Spark | Body: What is the difference between the following transformations when they are executed right before writing RDD to a file?


coalesce(1, shuffle = true)
coalesce(1, shuffle = false)


Code example:

val input = sc.textFile(inputFile)
val filtered = input.filter(doSomeFiltering)
val mapped = filtered.ma"
38547300,"Title: SQL Left Outer join with where clause reduces results from left outer join | Body: I have the following query that works exactly how I would expect it to. It returns back all of the Statuses with the counts.

SELECT 
    ProcessStatuses.Status, 
    COUNT(SecretProcesses.ProcessStatusID) AS Count
FROM  
    ProcessStatuses
LEFT OUTER JOIN 
    SecretProcesses ON ProcessStatuses.Pr"
34324690,"Title: Detecting missing annotations in code | Body: Is there a way to detect missing annotations in code using Sonarqube. Does it have any inbuilt rules for it. 

If there is a way, can we also detect missing annotations on new code?
"
12198670,"Title: select option in payment method instead of radion button in magento | Body: This is my methods.phtml file in onepagecheckout in magento,I want the dropdown(select option) button instead of radio button .........so that i could select the payment method to pay the payment.

&lt;?php if (!$methods = $this-&gt;getMethods()) : ?&gt;
  &lt;p&gt;&lt;?php echo $this-&gt;helper('ch"
34351480,"Title: UIKeyboard letter click action in iOS | Body: I want to get UIKeyboard's each letter click action in iOS application, 
is it possible in swift?

such as:

 func textFieldShouldReturn(textField: UITextField) -&gt; Bool {
   ...
 }


but on the other buttons.. without creating custom keybaord
"
13343800,"Title: Trying to template a view file in Yii with SmartyViewRenderer | Body: I am trying to use SmartyViewRendere in Yii. I got everything setup according to the instructions for using Smarty with Yii.

In my application I want to render a template called widgets_sidebar_template.tpl 

&lt;h1&gt;Widgets bewerken voor Sidebar #&lt;?php echo $model-&gt;id; ?&gt;&lt;/h1&gt;
&lt"
26987460,"Title: How long my Facebook app ID will work if it is not reviewed? | Body: I have created my app on developers.facebook.com few months back. At that time, there was no concept of reviewing app by Facebook. Now, if anyone add an app on Facebook, Facebook will review his/her app and then they approve or reject your app. On approval you get your app ID. But when I added my ap"
6625110,"Title: Android CMYK mode | Body: I have a Bitmap in CMYK mode, which doesn't show correctly, and at some point not at all, on Android. Googling didn't return many answers, so I have to ask here how do I handle CMYK mode images?

Thanks

UPDATE

Ok, more info as requested. I have a image that is in the assets, and I construct a Bitm"
7152250,"Title: Fastest way to erase part of file in C++ | Body: I wonder which is the fastest way to erase part of a file in c++.

I know the way of write a second file and skip the part you want. But i think is slow when you work with big files.

What about database system, how they remove records so fast?
"
9564890,"Title: Get the value of static properties from static methods in JavascriptMVC | Body: I'm working on my first project with JavascriptMVC.

I have a class Foo.

$.Class('Foo',{
    // Static properties and methods
    message: 'Hello World',
    getMessage: function() {
        return Foo.message;
    }
},{});


This works fine. But what if I don't know the class name?
I want somethin"
7552210,"Title: CheckBoxList ASP.Net MVC 3 from database | Body: assumed that i have Roles table like this :

tb_role
RoleId  Role_Name
     1  SalesCreate
     2  SalesEdit
     3  AgentCreate
     4  AgentEdit


i want to list role for Sales in checkbox (SalesCreate and SalesEdit, so its only have 2 checboxes). I made my tb_role using aspnet configuration, so i"
31726340,"Title: Enumerator attributes in GCC | Body: GCC's online documentation claims it supports enumerator attributes:


  GCC allows attributes to be set on enumerators.


It then gives a code example using such attributes:

 enum E {
   oldval __attribute__((deprecated)),
   newval
 };

 int
 fn (void)
 {
   return oldval;
 }


But when I try it "
35399250,"Title: getType on Android | Body: I am trying to make a program that will refresh every time the user shakes the phone and after searching on the web, I believe I have gotten one that would work and after copying it down, there seems to be only one error with getType, does anyone know what the problem might be?


"
38727800,"Title: ld linker error ""cpu model hidden symbol"" | Body: I'm getting an ld error when attempting to compile an sfml program on ubuntu 16.04. This is apparently a known issue, and there is supposed to be a workaround, but I don't understand what is it...

http://web.archive.org/web/20160509014317/https://gitlab.peach-bun.com/pinion/SFML/commit/3383b4a472f0"
31808160,"Title: Selecting specific columns when using mutate_each function from dplyr | Body: I have data frame with the first column as a categorical identifier, the second column as a frequency value and the remaining columns as raw data counts. I want to multiply all the count columns by the frequency column but not the first two. 

All the raw count columns start with a capital letter fo"
28279030,"Title: How to use General and Downloads icon seen in Xcode's Preferences Panel? | Body: I have been creating a preferences panel that would pop up when an user taps â+, in my Cocoa app, and I like to use the same General and Downloads icons that are used in Xcode.



However, as far as I know, when I moved Image Toolbar Item from Object Library to the Toolbar in IB and then search fo"
21050340,"Title: How to use LoaderManager.LoaderCallbacks and CursorLoader for ORMLite? | Body: Recently I started using ORMLite for my application. Before I used to use 'ContentProvider' and implement LoaderManager.LoaderCallbacks&lt;Cursor&gt;. I would create CursorLoader and show the list to user when I have data.

How can I manage that cycle with ORMLite?

I want to create Cursor and get n"
30744000,"Title: parsing into std::vector<string> with Spirit Qi, getting segfaults or assert failures | Body: I am using Spirit Qi as my parser, to parse mathematical expressions into an expression tree.  I keep track of such things as the types of the symbols which are encountered as I parse, and which must be declared in the text I am parsing.  Namely, I am parsing Bertini input files, a simple-ish exampl"
4030640,"Title: Why doesnât my enum work as a method parameter? | Body: I've used typedef enum in the past with method parameters and had no problem, but today I'm having problems...

h file

typedef enum
{   eGetVarious1,
eGetVarious2,
} eGetVarious; 

- (double)getVarious:(eGetVarious)eVar:(NSDate*)pDate;


an m file


"
4406590,"Title: How to trigger Account Manager to add new account from application | Body: I am trying to extend the SampleSync application. After I install the app, I can go to settings -> accounts &amp; sync -> add account to add an account. However, if I want to check from my Application code and want to trigger AccountManager to add a new account directly, what should be the best way?"
25546910,"Title: Phonegap ondevice ready | Body: I have a phonegap application with several html files, and for each html file I have js.file.
In each js file I'm adding an eventListener like this:

function onDeviceReady()
{ 
   alert('HI'); 
}

document.addEventListener('deviceready',onDeviceReady,false);


Now when the app starts I'm checking i"
