id,title,description,manufacturer,price
b0007lw23a,apple iwork '06 (mac dvd),iwork '06 features two powerful applications for creating everything from school newsletters to business presentations. with pages 2 you can quickly create a wide variety of stunning documents. with keynote 3 you can produce cinema-quality presentations storyboards and more. iwork '06 lets you express yourself with style. pages 2 helps you create stunning documents quickly and easily. choose from beautiful document templates. reviewer comments make it easy to collaborate. pages 2 introducing pages 2. thanks to new text and image editing tools it's the easiest way to look good in print. use apple-designed templates to build stunning documents in minutes. quickly add photos with the built-in ilife media browser. format your text in minutes with elegant predefined styles. add punch to your page with multiple columns self-calculating tables and engaging 3d charts. add modern design -- start with a template in pages 2 and your document is halfway to gorgeous. choose from 25 new templates including posters flyers scrapbooks folding cards technical reports business invoices proposals screenplays and storyboards. top the charts -- pages 2 lets you add beautifully designed 3d charts to any document. edit your chart then position it perfectly using the 3d rotation wheel. from there you can add even more depth and realism by applying multiple lighting styles angles reflections and shadows. get in shape -- explore your options with curves shapes and masks in pages 2. choose from new shapes insert the one you like best then customize it by adding points or sides. you can even create custom shapes using new bezier curves. when you're done creating the perfect shape you can use it to mask any photo in your document. put it on the table -- leave it to pages 2 to make mere tables more interesting. add text graphics and photos to tables then get ready to do the math: tables in pages 2 let you perform spreadsheet-style calculations without ever leaving your document -- a perfect solution for adding numbers late in the game. sign seal deliver -- never again fear the mail merge. pages 2 boasts seamless integration with mac os x address book so creating personalized documents for individuals or groups is suddenly simple. stationery templates offer predefined address book links: all you do is drag in contacts and pages automatically personalizes your documents to match. thank you notes -- with new reviewer comments in pages 2 you can take notes. type reminders to-dos or revision notes right on your document. every comment you make appears in a handy sidebar that won't affect layout or pagination. plus you can easily hide comments so they won't clutter up your document and keep you from the important business of writing editing and printing. keynote 3 offers the easiest way to create stunning presentations. choose from beautiful presentation templates. wow your audience with beautiful transitions and effects. keynote 3 grab and hold your audience's attention with keynote 3 the latest generation of apple's stunning presentation software. perhaps you'd like to make a business proposal. highlight the quarter's results for investors. dazzle viewers with your photos of the southwest. whatever your story make it into an exquisite presentation with laser-sharp graphics. captivate any audience -- transitions and effects in keynote 3 help you build cinema-quality presentations. new transitions give you more choices for transporting your audience from slide to slide flexible text animation puts your words in the spotlight and interleaved builds offer additional options for every element in your slides. enjoy variations on a theme -- themes in keynote 3 include everything you need to maintain a consistent look and feel throughout your presentation. keynote 3 offers eye-popping new hd themes ideal for high-definition displays (1920x1080 resolution) as well as new themes for standard-definition displays. plus themes now include a coordinated set of textures and colors designed for 3d charts and master slides with bulleted text in multiple columns. shape your slides -- add some artistic influence to your presentation thanks to 10 different shapes in keynote 3. choose from stars and polygons then customize your shapes by adding points and sides. and if you can't find the perfect shape new bezier curves let you personalize existing shapes or create your own from scratch. when you're done shaping up you can easily mask a photo using any standard or custom shape. you can compute -- with room for text graphics and photos tables in keynote 3 let you perform simple spreadsheet-style calculations without leaving your slide. that means you can change your presentation on a dime -- even if final data arrives late. duly noted -- note to self: let keynote 3 help you organize your thoughts with new reviewer comments. leave yourself presentation pointers jot down a list or two even incorporate feedback from rehearsals. these handy comments behave like sticky notes so they're easy to write edit and move around on your slides. plus they disappear in presentation mode keeping everything clutter-free.,apple,79.0
b000hbxjuk,quickbooks premier professional services edition 2007,quickbooks premier services edition 2007 quickbooks professional services edition has all the standard accounting features you need for your business. manage the finances of your entire business on a single screen: accounting tasks payroll and routine paperwork are easier than ever. boost efficiency with direct access to key tasks and information with the financial management solution recommended by more accountants than any other. this edition has all the tools in quickbooks pro plus easy time-savings tools to meet the unique needs of professional services firms. manage client information efficiently - share data with over 400 applications see transactions for clients and access financial data remotely streamline financial tasks - track billable employee and contract hours pay bills and create estimates easily with google marketing tools you can start marketing and advertising your business and products on the internet -- in just a few easy steps increase productivity with third-party solutions that work with quickbooks create a working budget automatically based on your recent spending history -- spreadsheet-style format makes it easy to see the results of your changes get tips advice and solutions easily with fast answers & built-in tutorials share data with microsoft word outlook and excel,intuit,399.95
b0008glg1i,apple .mac 4.0 online service family pack,simply put .mac is your life on the internet. with the latest version of .mac you can effortlessly publish your websites backup your important data share files with distant friends and colleagues sync your personal information across all your computers check your mail wherever you roam and much much more. whether it's for you your club or any organization .mac provides a vital set of tools that make life online a breeze. the family pack version of .mac brings all the fun and functionality of .mac to the whole family. with iweb -- part of apple's ilife '06 software -- and .mac you can effortlessly publish your websites and blogs. view larger. .mac groups lets you create a website for all your group's most important information. view larger. publish your photo libraries via a photocast. subscribers anywhere in the world will automatically download your latest photos into iphoto. view larger. backup 3 is the essential and very flexible tool for backing up all your vital data. view larger. family pack with the family pack edition up to five members of your family can enjoy separate .mac accounts including private email accounts websites idisk and .mac sync. it's the perfect mix of privacy and family sharing at an attractive price. the family pack also lets you share files easily through a family idisk folder. you can share a main account and four sub-accounts while using 1gb of storage shared between mail and idisk on the main account. meanwhile you can allot 250mb of storage to each sub-account for a total of 2gb split among the five accounts. each account gets a private email address and every family member can enjoy his or her own personal website sync bookmarks and contacts back up important files and start a group. publishing with iweb seamless integration with iweb -- the newest member of ilife '06 -- makes it easy to publish your websites with a single click of a button. with iweb you can create beautiful pages with apple-designed templates and then publish them via your .mac account with a single click -- no configuration is necessary. you can also post blogs and podcasts without the confusion of creating rss feeds. or add stunning online slideshows to your photo albums automatically. and for total control you can set a password to keep your sites private. idisk .mac idisk makes it easy to exchange files with friends or centralize your documents so that you can access them anywhere at any time. idisk allows you to use storage space on apple's secure servers and view your stored files and folders on your desktop. if you want to share your files simply drag files to your public folder and invite colleagues to download your documents. plus idisk lets you protect your public folder with a password. you can access your idisk from a mac or a pc and store up to 1gb of data (upgradeable to 4gb). the data transfer rate is upgradeable to 250gb per month. groups this is the ticket if you need to communicate coordinate and stay in sync with your club team or organization. create a private password-protected website for group images message boards announcements calendars a member list and links to other websites of interest. you can even set up a group email alias for efficient communications. post or view group messages on the group's own private mac.com address that only members can use. meanwhile you can publish web pages with group photos share files in the group's private idisk folder or keep track of group meetings special events practices and other important dates on a group calendar. feel free to create as many groups as you like (each requires 30mb from your idisk allotment). sync .mac sync keeps up-to-date information at your fingertips whether you use multiple macs or whether you're on the road without your mac. with .mac sync you can view and update address book contacts and safari bookmarks instantly. plus synchronizing mail rules signatures smart mailboxes and keychain passwords in mac os x tiger is a breeze. you can even access contacts calendars bookmarks and email on the web via any internet-connected mac or windows pc. photocasting let your friends and family subscribe to your shared iphoto albums and view your full-resolution photos on their own computers. with photocasting you can publish your photo albums using .mac and anyone can subscribe. subscribers then receive your full quality photos directly within iphoto 6 or via an rss reader on a mac or pc. you can use a subscribed photocast like any iphoto album in your library; they automatically stay updated so your subscribers always have your latest photos. backup 3 protect your precious memories with this powerful upgrade to .mac backup. scheduled automatic backups are as easy as one two three. with backup 3 you can back up your ilife files with a single-click and customize your backup plans in minutes using quickpicks or a tiger spotlight search. quickly archive your ilife photos movies and purchased music in a single step with preset backup plans or set flexible schedules that automatically update archives for you. you can back up important files to your idisk (keeping them secure on apple's servers) a hard drive ipod cds or dvds. backup 3 saves you time by archiving only what you've changed since your last backup. mail .mac mail is ad-free and elegant. use your account through mac os x mail or through .mac mail on the web. virus protection is built right in and you get 1gb of combined email and idisk storage. you can keep your mac.com email address even if you change internet providers while enjoying up to five aliases for fun or to protect against unwanted mail. with .mac mail you can access mail from your email program or web browser -- any internet-connected mac or pc will do. fix typos with integrated spell-checker create text and photo signatures and set an auto-reply to handle incoming email when you're away. learning center .mac's integrated learning center offers step-by-step tutorials on the applications you use most including ilife iwork mac os x and .mac. follow along with quicktime movies and text-based information that allows you to learn at your own pace and try out new skills on sample files. you can even learn about apple's professional line of software including final cut pro 5 soundtrack pro motion 2 dvd studio pro 4 logic pro 7 shake 4 final cut express hd and logic express 7. member benefits exclusive member benefits include free software downloads as well as special product discounts -- all available through member central. go to .mac member central for free downloads of popular mac software such as garageband jam pack loops. plus you'll receive special discounts on selected products and free updates to .mac features. .mac in depth learn more about .mac.,apple,179.95
b000ofnrhy,adobe premiere pro cs3,tell your story with maximum impact using adobe premiere pro cs3 software the start-to-finish solution for efficient video production that now includes adobe encore cs3 and adobe onlocation cs3* (windows only) formerly the award-winning dv rack hd. save time from on-set capture using adobe onlocation through to output expand your creative options via integration with adobe after effects cs3 professional and photoshop and deliver your content to dvd blu-ray disc the web and mobile devices. the powerful editing finishing and delivery tools in adobe premiere pro are now available on both mac and windows operating systems. maintain control of your media with multiple project panels customizable panel display settings and instant file searches. export adobe encore cs3 projects as dvd blu-ray disc or flash. when you export as flash encore generates html flv and swf files that provide dvd-style chapter selection playback and interactivity through the flash player. capture edit and deliver to video dvd and the web adobe premiere pro cs3 software available for both mac and windows streamlines the entire video production process from direct-to-disk recording through editing to final delivery for tape disc the web and mobile devices. adobe premiere pro cs3 redefines productivity and flexibility for capturing editing and delivering video content. video professionals want to concentrate on storytelling--not on the nuts and bolts of production--and adobe premiere pro cs3 frees you to focus on telling your story. maximize image quality and work faster during shoots by using adobe onlocation cs3 software (requires windows and boot camp for mac ) included with adobe premiere pro to calibrate cameras monitor video signals and record directly to disk--all during the shoot. edit every major video format from dv to hd and beyond with adobe premiere pro cs3. improve efficiency and creativity with new workflow and new visual effects features. save time and expand creative options through tight integration with other adobe software including adobe after effects cs3 and adobe photoshop cs3. adobe encore cs3 software now included with adobe premiere pro cs3 lets you author once and then output to blu-ray disc dvd and flash swf for the web. adobe premiere pro supports additional delivery platforms including flash and mobile devices letting you reach the widest audience possible. audience benefit corporate and government video producers--adobe premiere pro cs3 provides the tools you need to ensure excellent production values while working quickly to stay on schedule. edit with precise control add stunning effects and move content smoothly to adobe after effects cs3 professional and photoshop for even more creative control. streamline the review process with adobe clip notes and output to multiple formats quickly and easily to reach more people everywhere. adobe premiere pro cs3 lets you communicate with high-quality video and imagery even with tight budgets and looming deadlines. event videographers--small crews and tight deadlines mean you need to work fast even while clients demand higher and higher production values. adobe premiere pro cs3 lets you capture events directly to disc with included adobe onlocation cs3* (windows only); work fast with precision editing tools including support for editing multicam shots; create compelling effects via tight integration with adobe after effects cs3 professional and photoshop cs3; and use the included copy of adobe encore cs3 to deliver content however your clients need it whether on dvd blu-ray disc the web or mobile devices. independent filmmakers--your passion is storytelling. your challenge is finding the right software to handle every aspect of the production process and deliver hollywood-quality imagery. adobe premiere pro cs3 meets this need with a complete toolset for capturing footage direct-to-disc editing imagery and creating titles in post-production producing dvds and delivering web-ready content to promote your films on the internet. and with the included video workshop and training materials you'll have help through every stage of production. post-production boutiques--enjoy advanced editing tools as well as the uncompromised image quality and real-time performance you need in professional broadcast and film post-production. work with all major formats enjoy powerful effects and media management tools get unparalleled integration with adobe after effects cs3 professional and photoshop software and increase efficiency with workflow enhancements such as adobe clip notes. with adobe premiere pro cs3 and adobe encore cs3 you can deliver your work in the format your client needs from adobe flash video through dvd and blu-ray disc to uncompressed hd. educators and students--adobe premiere pro cs3 offers a complete set of post-production tools that let you handle all aspects of filmmaking and post-production cost effectively from capturing and editing footage to creating titles dvds and promotional materials such as websites that feature video content. use flexible tools to express your creativity work with any file format on both windows and macintosh platforms and deliver your work across multiple media. what's new in adobe premiere pro cs3k dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. high-quality slow motion with time remapping create dramatic slow- and fast-motion effects without exporting clips to another application. with precise keyframe control real-time feedback and excellent quality from advanced frame blending you can slow things down without compromising quality. or generate even better in-between frames through pixel-motion analysis with the timewarp effect. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. adobe encore cs3 projects for the web with one click easily create adobe flash versions of your dvd and blu-ray disc projects for the web. use adobe encore cs3 to create flash content complete with dvd interactivity and menus without learning flash programming. multiple project windows with smart file search find files faster with search tools that instantly update their results list as you type. sort and organize assets into multiple project windows each with its own graphical or text view setting. display and handle media files making project management easier and more efficient. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. create stunning slow-motion and other retiming effects directly in the timeline by setting and moving time remapping keyframe markers. improve the look of your video with the three-way color corrector and the other precision color-correction tools in adobe premiere pro. improved editing efficiency work faster with powerful and flexible editing tools. play video with nested audio sequences in real time without rendering. replace any clip in the timeline with a new clip while preserving the replaced clip's editing attributes and settings. use shortcuts to switch between workspace panels and save time. output for mobile devices make your video viewable on the latest delivery platforms. encode video for delivery to cell phones and other mobile devices and simulate playback on those devices to check video quality. download profile updates to simulate the latest devices. flash video export with markers converted to cue points encode video and audio for flash projects and web playback with direct flash video (flv) export. adobe premiere pro cs3 timeline markers become flash cue points that trigger interactivity and navigation. create flash video with ease. improve efficiency and incorporate a tapeless workflow during shoots by using adobe onlocation cs3* to monitor your camera's video signal and record it directly to a computer hard drive. the multi-camera window makes editing action recorded with several cameras or in multiple takes as easy as pointing and clicking. additional features efficient tools for creative editing create high-quality visual and editorial effects directly within the editing timeline. generate slow motion and other time-remapping effects with precise keyframe control and real-time feedback. add color correction lighting and other effects audio filters and more with fast flexible and built-in tools. edit footage from multicam shoots with ease and precision. comprehensive video format compatibility work with the formats you want. edit all standard- or high-definition formats from dv through hdv to hd and beyond (some formats may require additional hardware). broad range of supporting hardware and software for mac and windows choose from a wide range of mac and windows workstations and capture cards to build the editing system that exactly meets your needs and budget. enhance your system with additional plug-ins including many from adobe after effects software. dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. superior integration with other adobe applications make the leading still and motion graphics applications adobe photoshop and after effects part of an efficient post-production workflow. import and animate photoshop layers. automatically create photoshop files that match the current project's frame size and aspect ratio. drag and drop or copy and paste clips and timelines between adobe premiere pro cs3 and after effects cs3 professional. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. delivery to the web and mobile devices make your video viewable on today's and tomorrow's delivery platforms. export as adobe flash video (flv). easily convert dvd projects complete with menus to flash swf files for web playback. encode for delivery to cell phones and other mobile devices and emulate playback on those devices to check playback quality. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. multicam editing view multiple video tracks from a multiple-camera shoot easily sync via timecode and edit by switching between tracks in real time. rerecord sections of your edit make fine adjustments using all the standard timeline editing tools and easily adjust color correction across multiple shots even after editing. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. mac os x compatibility use adobe premiere pro cs3 on the latest intel based macintosh computers. aaf and edl import/export exchange project metadata with major video film and audio applications via industry-standard advanced authoring format (aaf) aaf with edit protocol and edit decision list (edl) files (aaf import/export for windows only). comprehensive vtr support control video decks through rs-422 and rs-232 serial protocols or firewire for precise batch capturing recapturing and insert editing. file management with adobe bridge work more efficiently by using adobe bridge cs3 to search for and access your project files preview and apply settings run batch processes and tag assets with xmp metadata. * for macintosh users adobe onlocation requires boot camp and windows (purchased separately) or a separate windows based computer.,adobe,799.0
b00030iej6,soho labels & envelopes - chronos l.c.,soho labels & envelopes is the fastest way to design and print professional labels and envelopes on your macintosh. its next generation design eliminates the headaches typically associated with label and envelope printing so you can focus on your business.features: professional ready-made designs for labels envelopes and letterhead. 13 000+ designer-quality photos vector clip art and photos of objects 1 500+ supported label and envelope stocks from avery® dymo® apli etc. 100+ masks to create special effects on images and shapes 50 bitstream® commercial-grade fonts in postscript® format integrates with mac os x address book for seamless mail merge powerful design and typography tools including shapes fields etc. access iphoto albums and photos directly from graphics drawer. built-in scrapbook labels envelopes & letterhead galore: address labels zip disk labels audio tapes file folder labels floppy disk labels color coding labels video labels automated labels multiuse labels name badge labels permanent id labels warning labels product labels inventory barcode labels envelopes letterhead name tags gift tags office equipment labels business labels raffle tickets,chronos,29.99
b000eu10wi,phase one capture one pro win/mac,capture one pro is workflow software that integrates perfectly with your dslr camera enabling full control over your images from capture to print. this full digital workflow solution matches the high demands of the modern professional photographer. you'll create print-ready images with amazing quality by means of a few simple steps saving you a great deal of time and effort. as an extra bonus you get access to phase one's patent-pending image processing algorithms which deliver the highest image quality in the respective ccd or cmos sensor class. added support for canon's eos 10d 300d d30 d60 cameras individual noise-reduction for each image individual camera profile for each image image saturation adjustment slider automatic levels adjustment quick develop allows fast conversion to tiff or jpeg dual-image view to compare two images side-by-side,phase one,499.0
b000k5uxys,alsoft diskwarrior: mac univeral binary,diskwarrior is the safest the most technologically advanced and the most powerful utility to eliminate directory damage available for any computer. diskwarrior uses a different approach to disk directory repair than other programs. diskwarrior is not a disk repair program in the conventional sense. instead of patching the original directory it uses a patent-pending technology to quickly build a new replacement directory using data recovered from the original directory thereby recovering files and folders that you thought were lost and that no other program could recover. monitors drive hardware for potential drive failure verification of replacement directory ensures data integrity comparison of original directory with replacement directory tells you which files and folders may have been affected by directory damage patented preview feature to view what the disk will look like after the directory is rebuilt allowing you to view files and folders before any directory changes are written to disk repairs damaged boot blocks and blesses the system folder to ensure that the computer will start from the repaired disk,alsoft,0.0
b0002nt5ho,microsoft virtual pc for mac 7.0 with windows xp home,virtual pc 7 with windows xp home makes it easy to create virtual drives that run their own operating systems. run applications for linux os/2 and other operating languages on the same machine -- and switch between the drives with just a click. this bundle includes windows xp home for working with the popular operating system on your mac. includes windows xp home the new standard in professional reliability and performance,microsoft,219.99
b000he39mk,mcafee total protection 2007 - 3 users,today the variety of threats to your pc files and online identity is bewildering. viruses spyware hackers spam and email scams online predators identity thieves and wireless network intruders all pose threats to the safety of you and your family. mcafee total protection is the final word in pc security. it provides comprehensive and complete security when you're online no matter whether you're wired or wireless surfing the web or playing games using e-mail shopping or banking. the mcafee securitycenter lets you view your protection status with just one click. view larger. mcafee offers a variety of software solutions to give you the level of protection that's right for your family or small business. view larger. coverage for three computers with the 3-user package you can maximize your security investment at home or office by protecting up to three computers from the latest internet threats. most complete security 10-in-1 protection mcafee total protection offers the most complete protection and peace of mind for your entire family. relax knowing that you always have the latest protection updates software upgrades and enhancements automatically delivered to you. stop viruses. mcafee total protection automatically blocks cleans and removes viruses so you can surf the web and download files. block spyware. mcafee blocks spyware before it can be installed on your computer and also removes existing spyware. stop hackers. powerful software protects and conceals your computer from hackers so you can surf the internet safely. improve your pc's performance. with mcafee's tools to clean clutter off your computer you can keep it healthy and running smoothly. back up & restore files. automated backup and one-click restore features ensure that you don't lose photos music and important files. secure your identity. mcafee protects your online identity so you can shop bank e-mail and instant message worry-free. prevent spam & e-mail scams. mcafee total protection prevents spam and phishing scams so you can e-mail friends and family safely. protect children online. parental controls allow you to filters offensive content pictures and web sites so you can keep your children safe when online. eliminate network hassles. monitor pcs across your network for security weaknesses and easily share files and printers. protect your wireless network. block hackers from attacking your wi-fi network and stealing personal information so you can connect safely. security simplified the new mcafee securitycenter makes security easy. with one-click you can view your protection status. you can also check for updates and fix potential security issues. safe searching with mcafee siteadvisor in addition to 10-in-1 protection you get mcafee siteadvisor's web safety ratings which help you stay safe from adware spyware spam and online scams as you search browse and shop online. always on always protecting always updating when you install mcafee total protection you are subscribing to the most up-to-date security software delivered to you by mcafee's patented security as a service (sas) technology. daily threat protection and updates are delivered to you 24/7 from mcafee's world-class research center mcafee avert labs. free software upgrades and enhancements are provided as long as your subscription is active. mcafee offers a variety of renewal options to keep your mcafee protection current. teams of experts are available 24/7 via internet chat and e-mail by visiting www.mcafeehelp.com. there is a 30-day money-back guarantee. if you are not 100% satisfied mcafee offers a full refund. new and improved features for 2007 mcafee total protection includes these new and improved features: new: integrated anti-virus anti-spyware and firewall and backup technologies. improved: spyware protection. new: complete inbound and outbound firewall protection. new: stealth mode hides your presence on the internet. new: automated back up saves copies of your most valuable files wherever you want encrypting and compressing your files on a cd/dvd or usb external or network drive. improved: automatically configured wireless network security. improved: automatic wireless security key rotation. new: mcafee image analysis enhances content protection by protecting your family from potentially offensive pictures. new: mcafee systemguards watch your computer for specific behaviors that may signal virus spyware or hacker activity. new: mcafee x-ray for windows detects and kills rootkits and other malicious applications that hide from windows and other anti-virus programs. new: mcafee siteadvisor adds safety ratings to sites and search engine results based on comprehensive spam adware and online scam safety tests. improved: mcafee securitycenter. new: built-in computer health and performance tools. new: mcafee network manager monitors pcs across your network for security weaknesses so you can easily identify network security issues. new: mcafee easynetwork provides automatic printer and file sharing across trusted computers on your home network. new: mcafee shredder allows you to digitally shred confidential files effectively removing any and all traces of them from your computer.,mcafee,99.99
b00008mnxz,microsoft windows terminal server 2003 client additional license for users- 5 user,terminal server lets you deliver windows-based applications or the windows desktop itself to virtually any computing device--including those that cannot run windows. terminal server provides this capability for both windows and non-windows-based client devices. when a user runs an application on terminal server all of the application execution takes place on the server and only keyboard mouse and display information traverses the network. with remote desktop for administration (formerly known as terminal services in remote administration mode) you can administer a computer from virtually any computer on your network. based on terminal services technology remote desktop for administration is specifically designed for server management. terminal server session directory is a feature that allows users to easily reconnect to a disconnected session in a load balanced terminal server farm. session directory is compatible with the windows server 2003 load balancing service and is supported by third-party external load balancer products from manufacturers such as f5 networks and radware. note: this is one additional windows server 2003 terminal server user cal.,microsoft,669.0
b000p5in5e,sunset boulevard,contains the following songs: 1. as if we never said goodbye 2. too much in love to care 3. with one look 4. the perfect year 5. unexpected song 6. any dream will do 7. close every door to me 8. love changes everything 9. i don't know how to love him 10. don't cry for me argentina,yamaha,31.95
b000tl4qb4,morpheus photo animation suite,let your imagination run wild! morpheus photo animation suite gives you the power to create your own morphs warps and mixes - just like you see in the movies! you can easily share your creations with everyone you know! email your animations to family and friends and post them on myspace match.com flickr and all your other favorite sites. morpheus photo animation suite contains three awesome software products to morph warp and mix all of your photos! share animations with friends and family seamlessly with the built-in email feature render morphs in a variety of popular formats including flash swf and animated gif as well as exporting frames in still formats such as jpeg png tiff and more get creative! morph your baby photo into your own picture transform your wife into her mother or your husband into one of the beatles see what happens when you mix any two celebrity heads together surprise a wedding couple by mixing the faces of the bride and groom system requirements - mac os x 10.3.9 (tiger) or higher 400mhz g4 or higher cpu or any intel macintosh 256mb of ram,smith micro software inc.,49.99
b000h69szu,dk exotic animals africa,,global software publishing,9.99
b000cepgwg,call of duty deluxe (mac) (dvd),call of duty deluxe delivers the intensity of wwii-era first-person shooter action. join your squadmates for authentic action across fortress europe's most historic battlefields. experience the cinematic intensity of world war ii's epic battles. as you fight you'll dive into the stories that came out of that time -- seeing war through the eyes of ordinary soldiers fighting as a squad for their own glory and honor and for the survival of their buddies. features the original call of duty and the united offensive expansion pack.,aspyr media,39.99
b000cco5wa,simply put software gotta sing ( windows/macintosh ),gotta sing offers professional voice lessons that are guaranteed to improve your singing voice. it's the perfect tool for professional singing instruction,simply put software,0.0
b00027eqmy,omniweb 5.0,,omni group,29.99
b000o3efrm,lego star wars ii: the original trilogy for mac,lego star wars ii sets players loose in the original three chapters of the star wars saga -- making this the true sequel our fans have been clamoring for. follow the rebel alliance's battle to dismantle the galactic empire and rebuild a galaxy in pieces. from darth vader's pursuit of princess leia aboard her blockade runner to a showdown on the reconstructed death star the game includes even more of the family-friendly lego action puzzles and humor that earned the original lego star wars such popularity and acclaim.,feral interactive,39.99
b000eiau3u,microsoft office & windows training professional,microsoft office and windows training pro helps you develop better office and home computing skills. unlock the power of windows and office and make it work for you!,topics entertainment,49.95
b000h27psq,hoyle casino 2007,hoyle casino the best-selling casino game of all time offers excitement and challenge with over 500 variations of 16 of the most popular casino games,encore,19.95
b000h241zg,hoyle backgammon jc,hoyle backgammon is great for players of all levels! tired of playing plain old backgammon? dive into a challenging game of backgammon and play as if you are back in the feudal era! simulating the setting of a medieval environment hoyle backgammon allows you to escape into a magical world of 16th century opponents so you build strategy & skill as you work your way through the different levels of this 5 star game - just don't get ?hit!? 10 user-selectable character opponents multiple sound/music options minimum system requirements - windows 98se/me/2000 sp4/xp (home and pro) sp1 pentiumii 233mhz 32mb ram (128mb for xp) 20mb hard disk space 4x cd-rom 8mb video ram,encore,7.99
b000hhzie4,axis & allies collector's edition,axis & allies is a classic board game that centers on strategy and forward thinking. now the thrills and challenge of wwii strategy come to your computer bringing all the original action and drama with it! special collector's edition.,encore,19.99
b000ra5bl6,jewels of cleopatra,jewels of cleopatra is a mesmerizing puzzler with a creative twist: instead of matching tiles you'll be adventuring through them! as archaeologist dr. felicity turnstone you must make your way through hidden tombs and underground catacombs matching tiles to clear your path. your task is complicated by a competing art dealer who is up to no good! unlock treasure chests filled with items that help clear rocks and other obstacles that block your way. are you up to the challenge of finding the lost treasures?,encore software,19.95
b000hjott2,hoyle 4-pack 2006,4 addictively fun favorites!product informationthis game collection includes four full-version feverishly fun games from theexperts at hoyle!&nbsp; round up your family and friends for loads of fun.&nbsp;whether its cards slots mahjongg or pool there's so,encore software,19.95
b00068u7ww,zero-g pro pack for garageband (appleloops),this is the largest library zero-g has ever released! over 11 000 apple loops! pro pack for garageband simply has to be the unquestionable first choice library of loops for users of apple's garageband soundtrack logic pro 7 & final cut pro! also all of the 11 000+ samples are compatible with any software which can use samples in aiff format! contents: over 3900 drum and percussion loops over 2300 instrument loops over 1200 vocal loops over 3000 atmos and fx loops,zero-g,169.95
b0007sxglk,hoyle solitaire (jewel case),hoyle solitaire offers you dozens of new versions of the classic game with all-new music and card backs. get more out of your solitaire gaming with hours of challenging single-player fun.,encore,9.99
b00019jgwi,ulead systems dvd workshop 2,ulead dvd workshop 2 is powerful and intuitive authoring software that keeps your creative needs in mind. the straightforward workflow and design-centric interface guides you through the steps needed to create dynamic dvds. it's perfect for people who want to create sophisticated dvds without having to learn a completely new system inside and out! dvd workshop 2 guarantees creative professionals a maximum return on investment with a minimal learning curve. use powerful compositing and layout tools - map out the exact navigation of your dvd assets with playlists dvd workshop 2 supports dolby digital audio files multi-layered psd and ufo images text file import for subtitles and wmv video import among others supports copy protection region coding 16 - 9 widescreen video and multiple video title sets. even output to dvd-9 and dlt,ulead systems,494.99
b000b6oboo,chicken hunter: license to grill - the great poultry race,in chicken hunter: license to grill you're on a mission -- to win the peppy poultry race called the barnyard 500. with 8 different courses and 3 power classes this is no ordinary race. barnyard hijinks run amuck as all sorts of zany antics go full swing to try to win the prize.,encore,9.99
